FactID,CustomerID,TotalSpent,TotalFrequency,ChurnFlag,Cluster
3121,15929,7673.76,3,1,1
3122,12942,4974.22,2,1,1
3123,12949,5037.17,2,1,1
3124,12975,5103.48,2,1,1
3125,19069,3439.83,2,1,1
3126,13178,4970.88,2,1,1
3127,13190,4974.22,2,1,1
3128,26201,4970.8,2,1,1
3129,15195,3486.22,2,1,1
3130,12342,7556.12,3,1,1
3131,28506,3550.99,2,1,1
3132,12930,4987.8,2,1,1
3133,13016,5318.72,2,1,1
3134,13083,5008.44,2,1,1
3135,13214,4974.22,2,1,1
3136,24977,2410.63,1,1,1
3137,26234,3638.7,2,1,1
3138,26247,4937.31,2,1,1
3139,21197,4328.88,2,1,1
3140,21201,5438.47,2,1,1
3141,13662,3338.25,2,1,1
3142,13019,5343.0,2,1,1
3143,25094,2699.9,1,1,1
3144,15188,1802.76,2,1,1
3145,13595,10376.54,4,1,1
3146,19052,3470.0,2,1,1
3147,13055,3407.84,2,1,1
3148,21195,4579.5,2,1,1
3149,12339,7586.33,3,1,1
3150,12347,7557.23,3,1,1
3151,13766,3316.15,2,1,1
3152,15622,3345.19,2,1,1
3153,12941,5324.25,2,1,1
3154,13069,3018.35,2,1,1
3155,13152,5063.68,2,1,1
3156,13165,4974.22,2,1,1
3157,25093,2410.63,1,1,1
3158,13230,5420.38,2,1,1
3159,26121,3646.78,2,1,1
3160,21211,5415.25,2,1,1
3161,21001,3335.25,2,1,1
3162,28510,2288.92,1,1,1
3163,24824,2410.63,1,1,1
3164,15155,3479.58,2,1,1
3165,15193,3546.97,2,1,1
3166,24608,2343.62,2,1,1
3167,12574,2902.16,2,1,1
3168,12575,2948.23,2,1,1
3169,13799,3326.09,2,1,1
3170,13990,2092.77,2,1,1
3171,24786,2699.9,1,1,1
3172,19910,3523.25,2,1,1
3173,13066,3351.81,2,1,1
3174,20188,3565.72,2,1,1
3175,12360,7459.28,3,1,1
3176,12923,4957.63,2,1,1
3177,13768,5595.19,3,1,1
3178,13769,5619.51,3,1,1
3179,14003,1745.23,2,1,1
3180,12922,4987.43,2,1,1
3181,24817,2410.63,1,1,1
3182,13058,3350.7,2,1,1
3183,13174,5037.17,2,1,1
3184,15166,3453.08,2,1,1
3185,21168,5110.53,2,1,1
3186,12343,6152.56,3,1,1
3187,11603,7477.69,3,1,1
3188,13575,10451.29,4,1,1
3189,13793,3338.25,2,1,1
3190,16201,3379.1,2,1,1
3191,24960,3324.75,2,1,1
3192,13221,5298.82,2,1,1
3193,20209,3611.75,2,1,1
3194,15194,3507.2,2,1,1
3195,21192,4673.4,2,1,1
3196,20997,3032.7,2,1,1
3197,15117,7706.89,3,1,1
3198,12935,5297.71,2,1,1
3199,13064,5060.32,2,1,1
3200,13067,3380.54,2,1,1
3201,13205,5307.67,2,1,1
3202,21180,4290.22,2,1,1
3203,21214,5149.19,2,1,1
3204,11550,5791.78,3,1,1
3205,11575,7520.76,3,1,1
3206,16045,4201.62,3,1,1
3207,15456,3111.15,2,1,1
3208,12981,5314.84,2,1,1
3209,13029,3271.95,2,1,1
3210,13189,5266.02,2,1,1
3211,13577,10442.61,4,1,1
3212,13605,10624.28,4,1,1
3213,13800,3605.43,2,1,1
3214,19186,1726.46,2,1,1
3215,21167,5146.55,2,1,1
3216,24606,2382.29,2,1,1
3217,11470,4800.22,2,1,1
3218,15084,7734.0,3,1,1
3219,12926,5298.82,2,1,1
3220,25061,2699.9,1,1,1
3221,13224,5012.32,2,1,1
3222,15167,3514.94,2,1,1
3223,12572,2885.61,2,1,1
3224,25960,2163.0,2,1,1
3225,26241,3668.88,2,1,1
3226,13565,5277.07,2,1,1
3227,15933,7659.73,3,1,1
3228,28669,2410.63,1,1,1
3229,12340,7461.1,3,1,1
3230,26021,2118.79,2,1,1
3231,19173,1761.83,2,1,1
3232,12921,5307.68,2,1,1
3233,20592,3440.11,2,1,1
3234,13086,5310.21,2,1,1
3235,28659,2699.9,1,1,1
3236,26120,3685.44,2,1,1
3237,26183,2288.92,1,1,1
3238,15189,1715.49,2,1,1
3239,21179,5453.92,2,1,1
3240,21205,5399.8,2,1,1
3241,13999,3641.45,2,1,1
3242,21194,4322.24,2,1,1
3243,21203,5120.46,2,1,1
3244,21000,3007.32,2,1,1
3245,12353,7475.83,3,1,1
3246,17080,3019.63,2,1,1
3247,16053,4146.38,3,1,1
3248,12950,5260.15,2,1,1
3249,13087,5307.68,2,1,1
3250,21189,4650.18,2,1,1
3251,20998,3101.2,2,1,1
3252,20710,3580.55,2,1,1
3253,24832,2410.63,1,1,1
3254,13177,4970.88,2,1,1
3255,13212,5043.76,2,1,1
3256,26245,4961.98,2,1,1
3257,26276,3714.92,2,1,1
3258,15196,3491.18,2,1,1
3259,21202,5119.31,2,1,1
3260,26022,2142.01,2,1,1
3261,11481,5500.74,3,1,1
3262,11609,7593.68,3,1,1
3263,15454,3034.94,2,1,1
3264,13088,5260.15,2,1,1
3265,13176,5252.42,2,1,1
3266,13203,4963.14,2,1,1
3267,21165,5164.64,2,1,1
3268,21169,5135.91,2,1,1
3269,12348,7631.23,3,1,1
3270,12358,7500.47,3,1,1
3271,30058,12543.49,8,1,1
3272,29797,58808.15,8,1,1
3274,29620,74518.69,12,1,1
3276,29555,15378.02,5,1,1
3277,30115,10033.82,8,1,1
3279,30085,4936.12,8,1,1
3280,30108,162979.13,4,1,1
3281,29952,8669.51,5,1,1
3282,29895,358195.77,8,1,1
3283,29986,40188.48,8,1,1
3284,30028,13196.66,4,1,1
3285,30011,93877.18,11,1,1
3287,29892,114722.08,9,1,1
3288,29855,3901.35,3,1,1
3289,29828,178184.86,8,1,1
3291,29988,24594.0,8,1,1
3292,29677,39661.42,8,1,1
3293,29946,172785.86,8,1,1
3294,30077,186.63,1,1,1
3295,29627,281414.84,8,1,1
3296,29662,7226.52,3,1,1
3297,29680,69588.44,8,1,1
3298,29554,16912.92,8,1,1
3300,29949,5696.58,8,1,1
3301,30074,516254.8,8,1,1
3302,29865,77139.59,12,1,1
3303,29961,79847.82,10,1,1
3304,29945,186803.43,11,1,1
3305,29764,10131.48,8,1,1
3307,29598,46391.1,8,1,1
3308,29935,302690.57,8,1,1
3309,30045,166384.05,4,1,1
3310,29684,92548.85,8,1,1
3311,30055,309440.28,8,1,1
3312,30094,381763.55,8,1,1
3313,29540,60010.95,8,1,1
3315,29571,107313.1,12,1,1
3316,29953,147426.03,4,1,1
3317,30042,13583.52,11,1,1
3318,29816,28309.97,8,1,1
3319,29675,46795.98,12,1,1
3320,29800,18228.35,5,1,1
3321,30023,11245.18,7,1,1
3324,29630,4222.01,6,1,1
3325,30026,99688.76,8,1,1
3326,29983,21069.78,8,1,1
3327,29869,31992.65,8,1,1
3328,29633,36079.2,7,1,1
3330,29703,465429.57,8,1,1
3331,29569,24082.9,10,1,1
3332,29925,182777.78,7,1,1
3333,30017,16419.26,4,1,1
3335,29996,322801.33,8,1,1
3336,30060,164824.07,8,1,1
3337,29798,74645.46,8,1,1
3338,29513,219040.51,4,1,1
3340,29503,11542.26,7,1,1
3341,29765,4423.11,3,1,1
3342,29558,51533.26,9,1,1
3345,29780,55608.35,8,1,1
3346,30044,159695.46,4,1,1
3347,29835,5888.0,7,1,1
3348,29904,340132.13,8,1,1
3349,29851,7960.26,5,1,1
3350,29601,302983.12,8,1,1
3351,29618,348640.95,8,1,1
3352,29691,23094.03,7,1,1
3353,30009,140787.74,8,1,1
3354,29699,126587.37,4,1,1
3356,29515,326175.98,8,1,1
3357,29544,66718.91,8,1,1
3358,29784,93888.44,8,1,1
3359,29541,4481.71,5,1,1
3361,29786,236210.9,8,1,1
3362,29593,24927.76,8,1,1
3363,29619,6724.72,7,1,1
3364,29930,2183.96,5,1,1
3365,29640,4068.47,6,1,1
3366,29732,313985.44,8,1,1
3367,29543,321014.93,8,1,1
3368,29896,330853.45,8,1,1
3371,29866,45690.85,6,1,1
3372,29590,10009.48,7,1,1
3373,29910,329064.43,8,1,1
3374,30022,35940.14,11,1,1
3375,30112,538333.47,8,1,1
3376,29560,356524.08,8,1,1
3377,30012,12778.58,7,1,1
3378,29753,9571.91,8,1,1
3380,29993,1998.67,4,1,1
3384,29507,502367.04,8,1,1
3385,29588,17361.19,10,1,1
3386,29968,168144.54,11,1,1
3389,29876,21560.4,4,1,1
3390,30095,257252.76,12,1,1
3391,29792,331823.86,8,1,1
3392,29731,58418.64,12,1,1
3393,29787,167452.6,6,1,1
3394,29836,291627.39,4,1,1
3397,29947,248869.9,8,1,1
3398,29853,350717.99,8,1,1
3400,29756,9619.5,6,1,1
3401,29990,5271.54,6,1,1
3402,29857,2760.07,5,1,1
3403,30030,68644.57,8,1,1
3404,29985,70217.22,8,1,1
3405,29511,163046.64,11,1,1
3406,29819,3964.36,5,1,1
3408,29885,435986.13,8,1,1
3409,29667,53326.57,4,1,1
3410,13246,5318.71,2,1,1
3411,14017,2043.04,2,1,1
3412,14025,1752.95,2,1,1
3413,15667,3453.48,2,1,1
3414,20062,2207.18,2,1,1
3415,25287,3296.59,2,1,1
3416,26293,4922.88,2,1,1
3417,12685,7629.04,3,1,1
3418,12588,2916.18,2,1,1
3419,16329,3615.66,2,1,1
3420,13248,4963.14,2,1,1
3421,13359,5124.82,2,1,1
3422,26302,3709.94,2,1,1
3423,15203,3548.65,2,1,1
3424,15254,1795.02,2,1,1
3425,15288,1739.78,2,1,1
3426,21561,5467.3,2,1,1
3427,16311,3302.1,2,1,1
3428,13378,4997.37,2,1,1
3429,13383,4985.25,2,1,1
3430,13274,5345.78,2,1,1
3431,15284,1860.74,2,1,1
3432,21394,5146.55,2,1,1
3433,28532,2288.92,1,1,1
3434,28802,2699.9,1,1,1
3435,13380,5326.44,2,1,1
3436,15664,3061.43,2,1,1
3437,25095,2699.9,1,1,1
3438,26283,3725.23,2,1,1
3439,21257,4579.5,2,1,1
3440,12667,7528.5,3,1,1
3441,26134,2128.73,2,1,1
3442,11612,7508.61,3,1,1
3443,16260,3316.13,2,1,1
3444,13424,5312.08,2,1,1
3445,13369,5280.05,2,1,1
3446,13279,5009.54,2,1,1
3447,13319,5135.5,2,1,1
3448,25361,2699.9,1,1,1
3449,11616,5805.28,3,1,1
3450,13839,3583.33,2,1,1
3451,28819,2410.63,1,1,1
3452,28850,2699.9,1,1,1
3453,25100,2699.9,1,1,1
3454,20318,3582.3,2,1,1
3455,15255,1754.15,2,1,1
3456,21387,3033.59,2,1,1
3457,21393,5442.31,2,1,1
3458,24611,2452.46,2,1,1
3459,12586,2913.23,2,1,1
3460,28541,2264.25,1,1,1
3461,16275,3627.53,2,1,1
3462,14006,3641.45,2,1,1
3463,28832,2410.63,1,1,1
3464,13362,4946.59,2,1,1
3465,25408,3022.76,2,1,1
3466,13384,5053.74,2,1,1
3467,13325,5037.17,2,1,1
3468,13326,4985.27,2,1,1
3469,21258,4349.88,2,1,1
3470,21556,5448.4,2,1,1
3471,12677,7497.94,3,1,1
3472,16406,3436.61,2,1,1
3473,13243,4985.25,2,1,1
3474,13283,4970.88,2,1,1
3475,13357,5020.94,2,1,1
3476,26296,3707.54,2,1,1
3477,27027,865.2,1,1,1
3478,21389,3061.43,2,1,1
3479,13348,5099.61,2,1,1
3480,16308,5029.43,2,1,1
3481,13238,4985.25,2,1,1
3482,26290,3641.26,2,1,1
3483,21225,5229.81,2,1,1
3484,21230,4609.64,2,1,1
3485,12684,7616.85,3,1,1
3486,26033,2103.35,2,1,1
3487,26131,2157.46,2,1,1
3488,18133,6387.42,3,1,1
3489,13324,5002.09,2,1,1
3490,21259,4317.83,2,1,1
3491,12669,7504.16,3,1,1
3492,15625,7922.18,3,1,1
3493,25363,2699.9,1,1,1
3494,28547,2264.25,1,1,1
3495,26024,2157.46,2,1,1
3496,26133,2142.01,2,1,1
3497,13801,3605.43,2,1,1
3498,28837,2410.63,1,1,1
3499,25864,2699.9,1,1,1
3500,26280,3645.33,2,1,1
3501,26300,3645.33,2,1,1
3502,21403,5409.74,2,1,1
3503,21408,5110.53,2,1,1
3504,21418,5149.19,2,1,1
3505,12671,7516.35,3,1,1
3506,12123,6450.81,4,1,1
3507,15649,3368.38,2,1,1
3508,15656,3306.52,2,1,1
3509,13419,4946.59,2,1,1
3510,13286,4990.77,2,1,1
3511,26281,3685.44,2,1,1
3512,21228,4349.88,2,1,1
3513,21552,5110.53,2,1,1
3514,12668,7557.6,3,1,1
3515,12675,7528.11,3,1,1
3516,12584,2909.9,2,1,1
3517,13812,3605.43,2,1,1
3518,11492,4866.51,2,1,1
3519,14022,1844.13,2,1,1
3520,14026,1756.62,2,1,1
3521,28848,2410.63,1,1,1
3522,13287,5263.49,2,1,1
3523,13329,5312.08,2,1,1
3524,26298,3690.99,2,1,1
3525,15200,3472.98,2,1,1
3526,21380,3022.76,2,1,1
3527,12133,6442.9,4,1,1
3528,13806,3398.43,2,1,1
3529,18134,6334.38,3,1,1
3530,19253,1702.17,2,1,1
3531,28818,2410.63,1,1,1
3532,25892,2699.9,1,1,1
3533,13382,5001.03,2,1,1
3534,16328,3316.15,2,1,1
3535,20162,2172.94,2,1,1
3536,13269,4980.81,2,1,1
3537,13355,5037.18,2,1,1
3538,26286,3655.53,2,1,1
3539,21218,5150.96,2,1,1
3540,14169,3605.43,2,1,1
3541,20051,4933.02,3,1,1
3542,13247,5026.12,2,1,1
3543,26277,3669.99,2,1,1
3544,26285,3656.71,2,1,1
3545,25883,2699.9,1,1,1
3546,25371,2410.63,1,1,1
3547,26301,4955.35,2,1,1
3548,15256,1802.76,2,1,1
3549,27043,865.2,1,1,1
3550,21359,3350.7,2,1,1
3551,21379,3306.52,2,1,1
3552,24609,2343.62,2,1,1
3553,12578,2948.23,2,1,1
3554,12580,2860.94,2,1,1
3555,16287,5015.42,2,1,1
3556,19195,1809.3,2,1,1
3557,28836,2699.9,1,1,1
3558,26299,3753.56,2,1,1
3559,21222,4349.88,2,1,1
3560,21361,3312.04,2,1,1
3561,12577,2888.56,2,1,1
3562,12579,2860.94,2,1,1
3563,13823,5959.61,3,1,1
3564,26316,1105.48,1,1,1
3565,25875,2699.9,1,1,1
3566,15659,3367.83,2,1,1
3567,13277,4970.88,2,1,1
3568,13314,5363.99,2,1,1
3569,25288,3007.32,2,1,1
3570,13237,4990.77,2,1,1
3571,26295,3645.33,2,1,1
3572,21256,4328.88,2,1,1
3573,11564,4827.84,2,1,1
3574,15627,7672.66,3,1,1
3575,16250,4985.25,2,1,1
3576,19260,1759.94,2,1,1
3577,16317,3316.15,2,1,1
3578,14023,1740.84,2,1,1
3579,28834,2699.9,1,1,1
3580,16405,3605.43,2,1,1
3581,21384,3227.73,2,1,1
3582,24612,2378.18,2,1,1
3583,21559,5415.25,2,1,1
3584,28540,2264.25,1,1,1
3585,20712,3603.77,2,1,1
3586,19193,1778.38,2,1,1
3587,16420,3269.7,2,1,1
3588,20713,3781.23,2,1,1
3589,13292,4949.12,2,1,1
3590,13340,5023.91,2,1,1
3591,13346,4970.88,2,1,1
3592,21217,5149.19,2,1,1
3593,21226,5149.08,2,1,1
3594,12676,7579.7,3,1,1
3595,12683,7515.6,3,1,1
3596,15276,1488.17,2,1,1
3597,11561,4800.22,2,1,1
3598,16417,3316.15,2,1,1
3599,14141,3627.51,2,1,1
3600,13298,4985.25,2,1,1
3601,13351,4946.59,2,1,1
3602,13233,5069.2,2,1,1
3603,26305,3616.6,2,1,1
3604,21560,5196.14,2,1,1
3605,12589,2944.89,2,1,1
3606,16410,3583.26,2,1,1
3607,13250,4974.22,2,1,1
3608,21555,5210.62,2,1,1
3609,12674,7546.56,3,1,1
3610,21402,5110.53,2,1,1
3611,28512,2264.25,1,1,1
3612,28519,2264.25,1,1,1
3613,18140,6344.26,3,1,1
3614,29013,2410.63,1,1,1
3615,13420,5302.15,2,1,1
3616,16407,3591.37,2,1,1
3617,19076,3511.65,2,1,1
3618,15289,1739.78,2,1,1
3619,21219,5189.62,2,1,1
3620,21404,5176.25,2,1,1
3621,12680,7602.51,3,1,1
3622,11615,5752.31,3,1,1
3623,17099,2985.08,2,1,1
3624,19258,1739.73,2,1,1
3625,15655,3042.97,2,1,1
3626,13402,5296.63,2,1,1
3627,29135,2410.63,1,1,1
3628,19944,3431.32,2,1,1
3629,13280,5037.17,2,1,1
3630,13353,5024.99,2,1,1
3631,26297,3632.04,2,1,1
3632,21558,5435.83,2,1,1
3633,16318,3338.23,2,1,1
3634,13811,3316.15,2,1,1
3635,19192,1859.06,2,1,1
3636,18139,6369.69,3,1,1
3637,14005,3667.93,2,1,1
3638,14024,2102.7,2,1,1
3639,13385,5026.1,2,1,1
3640,13403,5059.27,2,1,1
3641,13425,5315.39,2,1,1
3642,20717,3580.55,2,1,1
3643,26292,4924.03,2,1,1
3644,12670,7497.57,3,1,1
3645,26029,2133.49,2,1,1
3646,16272,3338.25,2,1,1
3647,25393,2699.9,1,1,1
3648,28798,2699.9,1,1,1
3649,20711,3580.55,2,1,1
3650,20718,3628.19,2,1,1
3651,13316,5057.07,2,1,1
3652,26303,3669.99,2,1,1
3653,15252,1715.49,2,1,1
3654,15280,3442.01,2,1,1
3655,21231,4349.88,2,1,1
3656,12673,7478.79,3,1,1
3657,13840,3326.09,2,1,1
3658,13361,5266.02,2,1,1
3659,14154,3334.89,2,1,1
3660,13273,5146.57,2,1,1
3661,13299,5343.01,2,1,1
3662,13315,5018.39,2,1,1
3663,13354,4970.88,2,1,1
3664,15287,1858.0,2,1,1
3665,28529,2264.25,1,1,1
3666,13400,5048.2,2,1,1
3667,13278,5059.27,2,1,1
3668,13288,5053.72,2,1,1
3669,13304,5096.83,2,1,1
3670,12681,7496.46,3,1,1
3671,13367,4990.77,2,1,1
3672,16324,3627.51,2,1,1
3673,20807,3590.49,2,1,1
3674,20350,3565.72,2,1,1
3675,21229,4639.15,2,1,1
3676,21557,5399.8,2,1,1
3677,12581,2924.27,2,1,1
3678,26027,2142.01,2,1,1
3679,28520,3565.72,2,1,1
3680,16277,3326.09,2,1,1
3681,15626,7767.13,3,1,1
3682,13401,5302.17,2,1,1
3683,25104,3335.25,2,1,1
3684,26304,3606.66,2,1,1
3685,21553,5156.49,2,1,1
3686,12686,7585.23,3,1,1
3687,12583,2924.27,2,1,1
3688,12585,2905.12,2,1,1
3689,26025,2118.79,2,1,1
3690,26028,2142.01,2,1,1
3691,30064,4748.45,6,1,1
3692,29781,33259.92,8,1,1
3693,29592,121101.82,12,1,1
3694,29579,320244.29,8,1,1
3695,30113,307946.08,8,1,1
3698,29927,5020.03,7,1,1
3699,30037,51183.57,8,1,1
3700,29971,9549.72,6,1,1
3702,29696,97102.36,8,1,1
3703,29969,28114.48,6,1,1
3704,29803,107198.46,12,1,1
3705,29508,10227.53,10,1,1
3706,29528,162305.81,8,1,1
3709,30105,195196.95,8,1,1
3710,29709,44065.46,8,1,1
3711,29998,399980.88,4,1,1
3712,29659,49438.71,7,1,1
3713,30110,1833.59,4,1,1
3714,29975,51015.56,8,1,1
3715,29842,156413.24,10,1,1
3716,29809,106357.98,8,1,1
3717,29902,1935.1,5,1,1
3718,29951,112703.68,7,1,1
3719,30043,360816.55,8,1,1
3720,30118,313671.54,8,1,1
3721,29576,8792.73,8,1,1
3722,29499,264645.31,8,1,1
3723,29959,7093.47,8,1,1
3724,29775,8853.58,8,1,1
3725,30007,30113.53,8,1,1
3727,29903,16240.96,7,1,1
3730,29644,8095.67,7,1,1
3731,29530,12455.8,4,1,1
3732,29750,20326.27,5,1,1
3735,29743,2835.68,4,1,1
3736,29891,279722.77,8,1,1
3738,30029,68384.42,8,1,1
3740,30083,225213.75,4,1,1
3741,29822,281909.86,8,1,1
3742,29793,302119.19,4,1,1
3743,29832,752.67,2,1,1
3744,30019,24931.82,8,1,1
3746,30106,113982.0,8,1,1
3747,29847,3167.1,6,1,1
3748,29833,6496.45,4,1,1
3749,29535,15812.59,8,1,1
3750,29573,7004.48,3,1,1
3752,29856,61405.03,8,1,1
3754,29740,72854.47,8,1,1
3755,29649,295434.83,8,1,1
3756,29882,2535.91,4,1,1
3757,29864,9411.41,7,1,1
3758,29707,469525.75,8,1,1
3760,29758,4512.02,4,1,1
3761,29663,47094.09,4,1,1
3762,29584,6504.83,7,1,1
3763,29746,205886.81,8,1,1
3764,29954,202494.92,4,1,1
3765,29574,20712.42,8,1,1
3767,29982,35703.69,11,1,1
3768,29883,98196.57,5,1,1
3770,29962,11945.32,8,1,1
3771,29674,2717.62,4,1,1
3772,29581,106288.06,9,1,1
3773,29568,15976.55,8,1,1
3774,29669,41979.08,11,1,1
3775,29763,101.55,1,1,1
3776,29929,393520.8,8,1,1
3778,29815,97031.22,8,1,1
3779,29788,6040.96,7,1,1
3780,29956,331231.3,8,1,1
3782,29635,26741.01,8,1,1
3783,29562,665292.38,8,1,1
3784,29915,194043.46,9,1,1
3786,29531,113172.07,11,1,1
3787,29980,1816.14,4,1,1
3788,29838,4010.95,7,1,1
3790,29490,7431.07,3,1,1
3791,29976,19322.2,4,1,1
3794,29873,45166.94,8,1,1
3795,29487,77585.2,11,1,1
3796,29484,147804.92,7,1,1
3798,30046,471689.92,8,1,1
3799,29678,28411.13,8,1,1
3800,29739,128791.75,4,1,1
3801,29600,19798.51,3,1,1
3802,19255,2744.8,2,1,1
3803,26320,4933.25,2,1,1
3804,15926,7711.31,3,1,1
3805,14203,7825.02,3,1,1
3806,16461,3632.49,2,1,1
3807,15303,3401.17,2,1,1
3808,24887,2451.88,2,1,1
3809,13446,5012.89,2,1,1
3810,26152,2142.01,2,1,1
3811,19301,1757.41,2,1,1
3812,28685,2264.25,1,1,1
3813,14539,3615.36,2,1,1
3814,13438,4974.22,2,1,1
3815,21875,5438.47,2,1,1
3816,21893,5153.49,2,1,1
3817,21945,5399.8,2,1,1
3818,12693,7536.62,3,1,1
3819,28560,2288.92,1,1,1
3820,20811,3613.7,2,1,1
3821,20832,2800.04,2,1,1
3822,21568,5149.08,2,1,1
3823,21899,5153.49,2,1,1
3824,21948,5399.8,2,1,1
3825,14424,7733.74,3,1,1
3826,16452,3393.47,2,1,1
3827,14524,3316.15,2,1,1
3828,14538,3333.8,2,1,1
3829,16427,3287.4,2,1,1
3830,13426,4970.88,2,1,1
3831,21888,5442.77,2,1,1
3832,21895,5146.55,2,1,1
3833,15932,7940.96,3,1,1
3834,19181,2783.46,2,1,1
3835,28569,3541.06,2,1,1
3836,15927,7660.86,3,1,1
3837,16196,7997.28,3,1,1
3838,16470,3338.25,2,1,1
3839,14170,3637.46,2,1,1
3840,27071,865.2,1,1,1
3841,21572,5149.19,2,1,1
3842,21951,5440.24,2,1,1
3843,12214,7518.33,3,1,1
3844,19278,1740.84,2,1,1
3845,19299,1754.09,2,1,1
3846,11605,4800.22,2,1,1
3847,26307,3147.88,2,1,1
3848,26324,4933.25,2,1,1
3849,15311,1792.83,2,1,1
3850,21892,5438.47,2,1,1
3851,21957,5435.83,2,1,1
3852,12688,7588.52,3,1,1
3853,14200,10411.21,4,1,1
3854,16446,3417.8,2,1,1
3855,15675,7963.05,3,1,1
3856,15684,7694.2,3,1,1
3857,26308,3168.87,2,1,1
3858,26309,3094.48,2,1,1
3859,15308,1792.83,2,1,1
3860,21946,5149.08,2,1,1
3861,26153,2163.0,2,1,1
3862,19263,1754.09,2,1,1
3863,16445,3583.33,2,1,1
3864,14089,2092.77,2,1,1
3865,13443,5012.88,2,1,1
3866,21567,5495.47,2,1,1
3867,21889,5110.53,2,1,1
3868,12215,7614.26,3,1,1
3869,28559,2264.25,1,1,1
3870,11598,5026.31,2,1,1
3871,13429,5068.67,2,1,1
3872,15312,1802.76,2,1,1
3873,15325,1751.16,2,1,1
3874,24888,2403.28,2,1,1
3875,21886,5189.62,2,1,1
3876,26148,2118.79,2,1,1
3877,14083,3040.32,2,1,1
3878,14088,3044.74,2,1,1
3879,13436,4970.88,2,1,1
3880,13449,5001.81,2,1,1
3881,20824,2776.82,2,1,1
3882,26326,4908.58,2,1,1
3883,15314,1741.98,2,1,1
3884,21571,5110.53,2,1,1
3885,21956,5119.31,2,1,1
3886,12694,7497.57,3,1,1
3887,28553,3554.67,2,1,1
3888,28683,2264.25,1,1,1
3889,20166,2174.03,2,1,1
3890,20834,2836.48,2,1,1
3891,19256,2783.46,2,1,1
3892,15290,1852.49,2,1,1
3893,21878,5153.49,2,1,1
3894,21950,5415.25,2,1,1
3895,12698,7499.36,3,1,1
3896,12222,7634.55,3,1,1
3897,15674,3373.92,2,1,1
3898,14701,3316.13,2,1,1
3899,13431,5074.72,2,1,1
3900,25981,3335.25,2,1,1
3901,12699,7511.93,3,1,1
3902,27053,865.2,1,1,1
3903,15328,3535.38,2,1,1
3904,21944,5208.85,2,1,1
3905,21955,5415.25,2,1,1
3906,12210,7542.12,3,1,1
3907,15697,7706.87,3,1,1
3908,24613,2373.77,2,1,1
3909,21570,5199.56,2,1,1
3910,21885,5129.25,2,1,1
3911,21959,5196.14,2,1,1
3912,28562,3557.2,2,1,1
3913,14185,10522.92,4,1,1
3914,29149,2699.9,1,1,1
3915,13435,5346.34,2,1,1
3916,20171,2142.01,2,1,1
3917,26315,3122.1,2,1,1
3918,21877,5110.53,2,1,1
3919,21891,5438.47,2,1,1
3920,12687,7520.04,3,1,1
3921,16197,3045.98,2,1,1
3922,14080,2043.04,2,1,1
3923,29152,2410.63,1,1,1
3924,13433,5009.54,2,1,1
3925,13442,4973.41,2,1,1
3926,19194,1756.67,2,1,1
3927,15320,3484.02,2,1,1
3928,15322,3484.01,2,1,1
3929,21874,5125.98,2,1,1
3930,16428,3338.23,2,1,1
3931,14036,2033.11,2,1,1
3932,26312,3184.32,2,1,1
3933,26313,4958.31,2,1,1
3934,24614,2343.62,2,1,1
3935,26135,2174.03,2,1,1
3936,26154,2142.01,2,1,1
3937,14186,10824.93,4,1,1
3938,16199,7643.94,3,1,1
3939,25971,3038.0,2,1,1
3940,26306,3094.48,2,1,1
3941,26327,4898.65,2,1,1
3942,17188,3702.21,2,1,1
3943,14192,10444.36,4,1,1
3944,19174,2744.8,2,1,1
3945,21562,5119.31,2,1,1
3946,21876,5153.04,2,1,1
3947,17187,3658.0,2,1,1
3948,15928,7690.89,3,1,1
3949,14081,3814.17,2,1,1
3950,26322,3218.05,2,1,1
3951,15309,1792.83,2,1,1
3952,27075,1516.0,2,1,1
3953,26140,2118.79,2,1,1
3954,16465,3615.33,2,1,1
3955,14037,2098.28,2,1,1
3956,15302,3464.12,2,1,1
3957,15329,3464.12,2,1,1
3958,21873,5150.96,2,1,1
3959,21943,5110.53,2,1,1
3960,21947,5119.31,2,1,1
3961,12689,7565.85,3,1,1
3962,12239,7626.07,3,1,1
3963,14044,3710.28,2,1,1
3964,20837,2815.48,2,1,1
3965,21569,5480.98,2,1,1
3966,21949,5149.19,2,1,1
3967,21958,5189.62,2,1,1
3968,26150,2201.67,2,1,1
3969,16444,3615.36,2,1,1
3970,16509,3600.96,2,1,1
3971,15685,7943.15,3,1,1
3972,26311,3119.15,2,1,1
3973,26325,4948.7,2,1,1
3974,27060,865.2,1,1,1
3975,21894,5110.53,2,1,1
3976,11570,4852.51,2,1,1
3977,12216,7685.73,3,1,1
3978,26142,2157.46,2,1,1
3979,13447,5009.54,2,1,1
3980,26319,4924.03,2,1,1
3981,15321,3439.84,2,1,1
3982,26317,3163.33,2,1,1
3983,27062,865.2,1,1,1
3984,17109,3060.18,2,1,1
3985,19290,1773.96,2,1,1
3986,15693,7629.59,3,1,1
3987,14555,3338.23,2,1,1
3988,20373,3565.72,2,1,1
3989,21897,5425.19,2,1,1
3990,12263,7546.46,3,1,1
3991,16447,3316.13,2,1,1
3992,16512,3605.43,2,1,1
3993,25911,2410.63,1,1,1
3994,20825,3565.11,2,1,1
3995,20163,2103.35,2,1,1
